"","effect","group","term","estimate","std.error","statistic","p.value"
"1","fixed",NA,"(Intercept)",0.575977847530442,0.159736590764715,3.60579779982177,0.000311195384708543
"2","fixed",NA,"ot1",2.39500417223096,0.205533894294885,11.6525995892181,2.22564078253157e-31
"3","fixed",NA,"ot2",-0.170825905578181,0.112696233478362,-1.51580847296889,0.129567788960257
"4","fixed",NA,"ot3",0.106101523344974,0.0492948545870545,2.15238536017181,0.0313670157769712
"5","fixed",NA,"Group1",-0.393792953020756,0.159727270565947,-2.46540839034853,0.0136857166444043
"6","fixed",NA,"SNR1",0.195880986057537,0.159727612177396,1.22634392004802,0.220069280124016
"7","fixed",NA,"Condition1",0.286151761527938,0.0338805682794915,8.44589615992806,3.01721803856387e-17
"8","fixed",NA,"Group1:SNR1",-0.249099575781222,0.159732911121577,-1.55947558979643,0.118883857670636
"9","fixed",NA,"Group1:Condition1",-0.0470558221707317,0.0338841695948001,-1.38872584848451,0.164916130965059
"10","fixed",NA,"SNR1:Condition1",0.0434795782930984,0.0338806853362983,1.28331460422131,0.199381878189498
"11","fixed",NA,"ot1:Group1",-0.668050416779591,0.205368374236005,-3.25293716359599,0.00114218751851375
"12","fixed",NA,"ot1:SNR1",0.720032668958654,0.205136645176196,3.51001484079162,0.000448081684189368
"13","fixed",NA,"ot1:Condition1",-0.0746100741319057,0.13109950382997,-0.569110270841845,0.5692813086387
"14","fixed",NA,"ot2:Group1",-0.125672275678687,0.112524804518627,-1.11684064874677,0.264062465163296
"15","fixed",NA,"ot2:SNR1",0.270562151682044,0.112064279404133,2.41434784679537,0.0157634052111829
"16","fixed",NA,"ot2:Condition1",0.162318698587998,0.0649357000014549,2.49968351129443,0.012430430060103
"17","fixed",NA,"ot3:Group1",-0.0151947628933936,0.0491302436076426,-0.309275138440998,0.757112241180728
"18","fixed",NA,"ot3:SNR1",0.0477765755281672,0.0490946019583602,0.973153333001643,0.330477100565401
"19","fixed",NA,"ot3:Condition1",-0.0445559774371324,0.0490828964660331,-0.90776992893984,0.363999789112036
"20","fixed",NA,"Group1:SNR1:Condition1",-0.0910115325570676,0.0338824309051657,-2.68609807873,0.00722918647734872
"21","fixed",NA,"ot1:Group1:SNR1",-0.587409363090653,0.205490629168296,-2.85857007430528,0.00425555106024685
"22","fixed",NA,"ot1:Group1:Condition1",-0.319274721889644,0.131079397005009,-2.43573535723119,0.0148615529744242
"23","fixed",NA,"ot1:SNR1:Condition1",0.518212024701269,0.130997341750199,3.95589725545315,7.62479283362528e-05
"24","fixed",NA,"ot2:Group1:SNR1",0.145867773511152,0.112560420462229,1.29590643773492,0.195007721038453
"25","fixed",NA,"ot2:Group1:Condition1",-0.114796832223389,0.0648178897047631,-1.77106710425584,0.076549543506168
"26","fixed",NA,"ot2:SNR1:Condition1",0.0545373204402739,0.0647203275711817,0.842661378379023,0.399417853075354
"27","fixed",NA,"ot3:Group1:SNR1",0.118235017598625,0.0489424145180816,2.41579862299078,0.0157007420517827
"28","fixed",NA,"ot3:Group1:Condition1",-0.00109730191403698,0.0488743813785988,-0.0224514742301673,0.982087820185311
"29","fixed",NA,"ot3:SNR1:Condition1",-0.11915815229734,0.0488134925269029,-2.44109048807903,0.0146429851919481
"30","fixed",NA,"ot1:Group1:SNR1:Condition1",-0.202053343722748,0.131020238859183,-1.54215368161486,0.123036252622635
"31","fixed",NA,"ot2:Group1:SNR1:Condition1",0.0279898731981653,0.0648040581713042,0.431915438446407,0.665802873662709
"32","fixed",NA,"ot3:Group1:SNR1:Condition1",-0.0214131732562117,0.0489077919864274,-0.437827437847821,0.661511379487105
"33","ran_pars","Subject:Condition","sd__(Intercept)",0.415711112401374,NA,NA,NA
"34","ran_pars","Subject:Condition","cor__(Intercept).ot1",0.16742019642245,NA,NA,NA
"35","ran_pars","Subject:Condition","cor__(Intercept).ot2",0.125095995960214,NA,NA,NA
"36","ran_pars","Subject:Condition","cor__(Intercept).ot3",0.189810847381525,NA,NA,NA
"37","ran_pars","Subject:Condition","sd__ot1",1.53985632408647,NA,NA,NA
"38","ran_pars","Subject:Condition","cor__ot1.ot2",0.0752210897915922,NA,NA,NA
"39","ran_pars","Subject:Condition","cor__ot1.ot3",-0.587252883428697,NA,NA,NA
"40","ran_pars","Subject:Condition","sd__ot2",0.609860255916876,NA,NA,NA
"41","ran_pars","Subject:Condition","cor__ot2.ot3",0.592585590114819,NA,NA,NA
"42","ran_pars","Subject:Condition","sd__ot3",0.343135850083498,NA,NA,NA
"43","ran_pars","Subject","sd__(Intercept)",1.39431333619257,NA,NA,NA
"44","ran_pars","Subject","cor__(Intercept).ot1",-0.286195192523133,NA,NA,NA
"45","ran_pars","Subject","cor__(Intercept).ot2",-0.719746499508043,NA,NA,NA
"46","ran_pars","Subject","sd__ot1",1.39794010578254,NA,NA,NA
"47","ran_pars","Subject","cor__ot1.ot2",0.672601221402027,NA,NA,NA
"48","ran_pars","Subject","sd__ot2",0.808859627924256,NA,NA,NA
